"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ye S.; Reisinger A.J.; Tank J.L.; Baker M.A.; Hall R.O., Jr.; Rosi E.J.; Sivapalan M.","Ye, Sheng (55488650800); Reisinger, Alexander J. (42862192700); Tank, Jennifer L. (7004885835); Baker, Michelle A. (7403074430); Hall, Robert O. (7404721705); Rosi, Emma J. (57192427561); Sivapalan, Murugesu (56223343300)","55488650800; 42862192700; 7004885835; 7403074430; 7404721705; 57192427561; 56223343300","Scaling Dissolved Nutrient Removal in River Networks: A Comparative Modeling Investigation","2017","Water Resources Research","53","11","","9623","9641","18","19","10.1002/2017WR020858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038895147&doi=10.1002%2f2017WR020858&partnerID=40&md5=ec44a155f426dfefaa9d183c91fe3cfa","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85038895147"
"Thompson S.; MacVean L.; Sivapalan M.","Thompson, Sally (36145416000); MacVean, Lissa (6504248226); Sivapalan, Murugesu (56223343300)","36145416000; 6504248226; 56223343300","A Stochastic Water Balance Framework for Lowland Watersheds","2017","Water Resources Research","53","11","","9564","9579","15","8","10.1002/2017WR021193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035108335&doi=10.1002%2f2017WR021193&partnerID=40&md5=913c1682bc72820b877e4bb6ff0ff483","Article","Final","","Scopus","2-s2.0-85035108335"
"Munz M.; Oswald S.E.; Schmidt C.","Munz, Matthias (54389753000); Oswald, Sascha E. (57204263740); Schmidt, Christian (55793189399)","54389753000; 57204263740; 55793189399","Coupled Long-Term Simulation of Reach-Scale Water and Heat Fluxes Across the River-Groundwater Interface for Retrieving Hyporheic Residence Times and Temperature Dynamics","2017","Water Resources Research","53","11","","8900","8924","24","24","10.1002/2017WR020667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033589110&doi=10.1002%2f2017WR020667&partnerID=40&md5=949e6e5bd8f162c0abc6e26c4aff94cc","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85033589110"
"Mirus B.B.; Smith J.B.; Baum R.L.","Mirus, Benjamin B. (12790440200); Smith, Joel B. (56767222100); Baum, Rex L. (7102370292)","12790440200; 56767222100; 7102370292","Hydrologic Impacts of Landslide Disturbances: Implications for Remobilization and Hazard Persistence","2017","Water Resources Research","53","10","","8250","8265","15","25","10.1002/2017WR020842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034414587&doi=10.1002%2f2017WR020842&partnerID=40&md5=08275fe3ce511f26f754540042c0d1e0","Article","Final","","Scopus","2-s2.0-85034414587"
"Assouline S.; Narkis K.","Assouline, Shmuel (57203104029); Narkis, Kfir (14523255300)","57203104029; 14523255300","Evaporation From Soil Containers With Irregular Shapes","2017","Water Resources Research","53","11","","8795","8806","11","11","10.1002/2017WR021166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038906175&doi=10.1002%2f2017WR021166&partnerID=40&md5=6df9dbbf9b667cca791b3ec7fc16f2c5","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85038906175"
"Li W.; Einstein H.H.","Li, Wei (57196305466); Einstein, Herbert H. (7005602845)","57196305466; 7005602845","Theoretical and Numerical Investigation of the Cavity Evolution in Gypsum Rock","2017","Water Resources Research","53","11","","9988","10001","13","11","10.1002/2017WR021776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035140205&doi=10.1002%2f2017WR021776&partnerID=40&md5=29e9a4fb85d01e919685578c0b55f717","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85035140205"
"Tartakovsky A.M.; Panzeri M.; Tartakovsky G.D.; Guadagnini A.","Tartakovsky, A.M. (6603046931); Panzeri, M. (44561398000); Tartakovsky, G.D. (35199995800); Guadagnini, A. (7003824546)","6603046931; 44561398000; 35199995800; 7003824546","Uncertainty Quantification in Scale-Dependent Models of Flow in Porous Media","2017","Water Resources Research","53","11","","9392","9401","9","16","10.1002/2017WR020905","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034214725&doi=10.1002%2f2017WR020905&partnerID=40&md5=86cd85c3af00e790026f6a15b7f036d5","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85034214725"
"Zhuang L.; Hassanizadeh S.M.; Qin C.-Z.; de Waal A.","Zhuang, Luwen (57188550886); Hassanizadeh, S. Majid (7003438301); Qin, Chao-Zhong (51864644800); de Waal, Arjen (57200044977)","57188550886; 7003438301; 51864644800; 57200044977","Experimental Investigation of Hysteretic Dynamic Capillarity Effect in Unsaturated Flow","2017","Water Resources Research","53","11","","9078","9088","10","27","10.1002/2017WR020895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038914344&doi=10.1002%2f2017WR020895&partnerID=40&md5=dc6c93af6fbc1758ec1d91744ba96d21","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85038914344"
"Kumar S.V.; Wang S.; Mocko D.M.; Peters-Lidard C.D.; Xia Y.","Kumar, Sujay V. (56122626400); Wang, Shugong (36455306700); Mocko, David M. (6602995001); Peters-Lidard, Christa D. (6701845806); Xia, Youlong (7403027443)","56122626400; 36455306700; 6602995001; 6701845806; 7403027443","Similarity Assessment of Land Surface Model Outputs in the North American Land Data Assimilation System","2017","Water Resources Research","53","11","","8941","8965","24","26","10.1002/2017WR020635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033565447&doi=10.1002%2f2017WR020635&partnerID=40&md5=a3c3b5c3f3cac1aefe63a128f728bd35","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85033565447"
"Le P.V.V.; Kumar P.","Le, Phong V. V. (54401279100); Kumar, Praveen (57192699674)","54401279100; 57192699674","Interaction Between Ecohydrologic Dynamics and Microtopographic Variability Under Climate Change","2017","Water Resources Research","53","10","","8383","8403","20","23","10.1002/2017WR020377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031758186&doi=10.1002%2f2017WR020377&partnerID=40&md5=4ee4221eaacd35d21232b9eabd6607bb","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85031758186"
"Liang X.; Zhan H.; Zhang Y.-K.; Schilling K.","Liang, Xiuyu (52264215800); Zhan, Hongbin (57846394600); Zhang, You-Kuan (7601315247); Schilling, Keith (7103381012)","52264215800; 57846394600; 7601315247; 7103381012","Base flow recession from unsaturated-saturated porous media considering lateral unsaturated discharge and aquifer compressibility","2017","Water Resources Research","53","9","","7832","7852","20","22","10.1002/2017WR020938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031935419&doi=10.1002%2f2017WR020938&partnerID=40&md5=813e333a66c06dfe7bf9c4582346daba","Article","Final","","Scopus","2-s2.0-85031935419"
"Gardner C.B.; Litt G.F.; Lyons W.B.; Ogden F.L.","Gardner, Christopher B. (8882449800); Litt, Guy F. (26538744800); Lyons, W. Berry (7103100591); Ogden, Fred L. (7003950307)","8882449800; 26538744800; 7103100591; 7003950307","Evidence for the Activation of Shallow Preferential Flow Paths in a Tropical Panama Watershed Using Germanium and Silicon","2017","Water Resources Research","53","10","","8533","8553","20","10","10.1002/2017WR020429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034420623&doi=10.1002%2f2017WR020429&partnerID=40&md5=017aa898b5f544e47804b0595588defc","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85034420623"
"Vishwakarma B.D.; Horwath M.; Devaraju B.; Groh A.; Sneeuw N.","Vishwakarma, Bramha Dutt (57198443537); Horwath, Martin (13611337000); Devaraju, Balaji (54398412500); Groh, Andreas (56080932300); Sneeuw, Nico (55914743600)","57198443537; 13611337000; 54398412500; 56080932300; 55914743600","A Data-Driven Approach for Repairing the Hydrological Catchment Signal Damage Due to Filtering of GRACE Products","2017","Water Resources Research","53","11","","9824","9844","20","44","10.1002/2017WR021150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036596520&doi=10.1002%2f2017WR021150&partnerID=40&md5=908c5df840d34c06c3ec39f94380523e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85036596520"
"Gillman M.A.; Lamoureux S.F.; Lafrenière M.J.","Gillman, M.A. (57196116729); Lamoureux, S.F. (6701693693); Lafrenière, M.J. (6603314785)","57196116729; 6701693693; 6603314785","Calibration of a modified temperature-light intensity logger for quantifying water electrical conductivity","2017","Water Resources Research","53","9","","8120","8126","6","3","10.1002/2017WR020634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031942076&doi=10.1002%2f2017WR020634&partnerID=40&md5=74be727795f80cdf28cb0ad2e4256e5b","Article","Final","","Scopus","2-s2.0-85031942076"
"Bray E.N.; Dunne T.","Bray, E.N. (54782111200); Dunne, T. (26033264900)","54782111200; 26033264900","Subsurface flow in lowland river gravel bars","2017","Water Resources Research","53","9","","7773","7797","24","7","10.1002/2016WR019514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031931585&doi=10.1002%2f2016WR019514&partnerID=40&md5=9562e37470e914516978590048497d47","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85031931585"
"Thorarinsdottir T.L.; Guttorp P.; Drews M.; Kaspersen P.S.; de Bruin K.","Thorarinsdottir, T.L. (18937821100); Guttorp, P. (7003346500); Drews, M. (7005897067); Kaspersen, P. Skougaard (55615213400); de Bruin, K. (55649010500)","18937821100; 7003346500; 7005897067; 55615213400; 55649010500","Sea level adaptation decisions under uncertainty","2017","Water Resources Research","53","10","","8147","8163","16","11","10.1002/2016WR020354","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030649949&doi=10.1002%2f2016WR020354&partnerID=40&md5=e225c794ff573340dd25d7e895cda550","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85030649949"
"Li M.; Xu W.; Rosegrant M.W.","Li, Man (36468593300); Xu, Wenchao (56043302500); Rosegrant, Mark W. (7003367248)","36468593300; 56043302500; 7003367248","Irrigation, risk aversion, and water right priority under water supply uncertainty","2017","Water Resources Research","53","9","","7885","7903","18","18","10.1002/2016WR019779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031915433&doi=10.1002%2f2016WR019779&partnerID=40&md5=95da905594b35e07c230fca7d8030528","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85031915433"
"Desbarats A.J.; Pal T.; Mukherjee P.K.; Beckie R.D.","Desbarats, A.J. (7004720293); Pal, T. (56769046600); Mukherjee, P.K. (35511239700); Beckie, R.D. (6603697481)","7004720293; 56769046600; 35511239700; 6603697481","Geochemical Evolution of Groundwater Flowing Through Arsenic Source Sediments in an Aquifer System of West Bengal, India","2017","Water Resources Research","53","11","","8715","8735","20","22","10.1002/2017WR020863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032909665&doi=10.1002%2f2017WR020863&partnerID=40&md5=50dd16c3691f4042052c3724af10451d","Article","Final","","Scopus","2-s2.0-85032909665"
"Chen J.; Knight R.; Zebker H.A.","Chen, Jingyi (52363347100); Knight, Rosemary (7402457868); Zebker, Howard A. (7005577978)","52363347100; 7402457868; 7005577978","The Temporal and Spatial Variability of the Confined Aquifer Head and Storage Properties in the San Luis Valley, Colorado Inferred From Multiple InSAR Missions","2017","Water Resources Research","53","11","","9708","9720","12","24","10.1002/2017WR020881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035071191&doi=10.1002%2f2017WR020881&partnerID=40&md5=f412bebc636e24316a47f875bde0f6c5","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85035071191"
"Lyu Y.; Brusseau M.L.; El Ouni A.; Araujo J.B.; Su X.","Lyu, Ying (57140011800); Brusseau, Mark L. (7103123433); El Ouni, Asma (56549961400); Araujo, Juliana B. (56549507900); Su, Xiaosi (16686957700)","57140011800; 7103123433; 56549961400; 56549507900; 16686957700","The Gas-Absorption/Chemical-Reaction Method for Measuring Air-Water Interfacial Area in Natural Porous Media","2017","Water Resources Research","53","11","","9519","9527","8","13","10.1002/2017WR021717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034786028&doi=10.1002%2f2017WR021717&partnerID=40&md5=b9b77501c17bcd3dc1662e70c0aad7b8","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85034786028"
"Pai H.; Villamizar S.R.; Harmon T.C.","Pai, Henry (56079789700); Villamizar, Sandra R. (53980536600); Harmon, Thomas C. (7005124812)","56079789700; 53980536600; 7005124812","Synoptic Sampling to Determine Distributed Groundwater-Surface Water Nitrate Loading and Removal Potential Along a Lowland River","2017","Water Resources Research","53","11","","9479","9495","16","5","10.1002/2017WR020677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034767885&doi=10.1002%2f2017WR020677&partnerID=40&md5=bf3bd426e67511b071aa9d330634578e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85034767885"
"Tsai J.-P.; Yeh T.-C.J.; Cheng C.-C.; Zha Y.; Chang L.-C.; Hwang C.; Wang Y.-L.; Hao Y.","Tsai, Jui-Pin (36806369800); Yeh, Tian-Chyi Jim (55665107400); Cheng, Ching-Chung (35271102800); Zha, Yuanyuan (57050726100); Chang, Liang-Cheng (7404275196); Hwang, Cheinway (7403387432); Wang, Yu-Li (57193451326); Hao, Yonghong (9334909700)","36806369800; 55665107400; 35271102800; 57050726100; 7404275196; 7403387432; 57193451326; 9334909700","Fusion of Time-Lapse Gravity Survey and Hydraulic Tomography for Estimating Spatially Varying Hydraulic Conductivity and Specific Yield Fields","2017","Water Resources Research","53","10","","8554","8571","17","9","10.1002/2017WR020459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034448186&doi=10.1002%2f2017WR020459&partnerID=40&md5=1d050096f1a96355752089b9b44a8941","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85034448186"
"Zimmer M.A.; McGlynn B.L.","Zimmer, Margaret A. (55311950900); McGlynn, Brian L. (57207518788)","55311950900; 57207518788","Ephemeral and intermittent runoff generation processes in a low relief, highly weathered catchment","2017","Water Resources Research","53","8","","7055","7077","22","64","10.1002/2016WR019742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027521745&doi=10.1002%2f2016WR019742&partnerID=40&md5=e30bb5a1caadeb7d6597877c7ea85cfe","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85027521745"
"Goodwell A.E.; Kumar P.","Goodwell, Allison E. (55022799900); Kumar, Praveen (57192699674)","55022799900; 57192699674","Temporal information partitioning: Characterizing synergy, uniqueness, and redundancy in interacting environmental variables","2017","Water Resources Research","53","7","","5920","5942","22","56","10.1002/2016WR020216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027517523&doi=10.1002%2f2016WR020216&partnerID=40&md5=bb9b9a5aaa9028af0ba0350dde1fd752","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85027517523"
"Nelson N.G.; Muñoz-Carpena R.; Neale P.J.; Tzortziou M.; Megonigal J.P.","Nelson, Natalie G. (57194499824); Muñoz-Carpena, Rafael (56962724200); Neale, Patrick J. (35450144200); Tzortziou, Maria (6507864329); Megonigal, J. Patrick (6603804475)","57194499824; 56962724200; 35450144200; 6507864329; 6603804475","Temporal variability in the importance of hydrologic, biotic, and climatic descriptors of dissolved oxygen dynamics in a shallow tidal-marsh creek","2017","Water Resources Research","53","8","","7103","7120","17","13","10.1002/2016WR020196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029688075&doi=10.1002%2f2016WR020196&partnerID=40&md5=032a1af7a1a2003a10c47067dd812447","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029688075"
"Cheng L.; Zhang L.; Chiew F.H.S.; Canadell J.G.; Zhao F.; Wang Y.-P.; Hu X.; Lin K.","Cheng, Lei (55474029900); Zhang, Lu (55964161900); Chiew, Francis H. S. (7004309625); Canadell, Josep G. (7006765673); Zhao, Fangfang (55286707800); Wang, Ying-Ping (7601491332); Hu, Xianqun (57195374576); Lin, Kairong (27171116700)","55474029900; 55964161900; 7004309625; 7006765673; 55286707800; 7601491332; 57195374576; 27171116700","Quantifying the impacts of vegetation changes on catchment storage-discharge dynamics using paired-catchment data","2017","Water Resources Research","53","7","","5963","5979","16","31","10.1002/2017WR020600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027519703&doi=10.1002%2f2017WR020600&partnerID=40&md5=38664bd279232de66273df71223726a5","Article","Final","","Scopus","2-s2.0-85027519703"
"Poncelet C.; Merz R.; Merz B.; Parajka J.; Oudin L.; Andréassian V.; Perrin C.","Poncelet, Carine (57194542272); Merz, Ralf (7004782811); Merz, Bruno (7102395993); Parajka, Juraj (14825561100); Oudin, Ludovic (8299890400); Andréassian, Vazken (6602983831); Perrin, Charles (55566085100)","57194542272; 7004782811; 7102395993; 14825561100; 8299890400; 6602983831; 55566085100","Process-based interpretation of conceptual hydrological model performance using a multinational catchment set","2017","Water Resources Research","53","8","","7247","7268","21","35","10.1002/2016WR019991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029686571&doi=10.1002%2f2016WR019991&partnerID=40&md5=9166ef723b05aa502a3a994b49b33fde","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85029686571"
"Johnson E.D.; Cowen E.A.","Johnson, E.D. (56341575400); Cowen, E.A. (7004972398)","56341575400; 7004972398","Remote determination of the velocity index and mean streamwise velocity profiles","2017","Water Resources Research","53","9","","7521","7535","14","16","10.1002/2017WR020504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028595190&doi=10.1002%2f2017WR020504&partnerID=40&md5=0d94eb16e8f5b5d05317174a814d5ee9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85028595190"
"Leonarduzzi E.; Molnar P.; McArdell B.W.","Leonarduzzi, Elena (56604118100); Molnar, Peter (57204335589); McArdell, Brian W. (12752591000)","56604118100; 57204335589; 12752591000","Predictive performance of rainfall thresholds for shallow landslides in Switzerland from gridded daily data","2017","Water Resources Research","53","8","","6612","6625","13","42","10.1002/2017WR021044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026729154&doi=10.1002%2f2017WR021044&partnerID=40&md5=fcd9e0cd073e07c41c49baba849e3908","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85026729154"
"McMillan H.; Seibert J.; Petersen-Overleir A.; Lang M.; White P.; Snelder T.; Rutherford K.; Krueger T.; Mason R.; Kiang J.","McMillan, Hilary (24171780800); Seibert, Jan (7102368741); Petersen-Overleir, Asgeir (14011866000); Lang, Michel (7202007311); White, Paul (55652386700); Snelder, Ton (56054077300); Rutherford, Kit (7007171622); Krueger, Tobias (15754095400); Mason, Robert (7403490938); Kiang, Julie (8686936500)","24171780800; 7102368741; 14011866000; 7202007311; 55652386700; 56054077300; 7007171622; 15754095400; 7403490938; 8686936500","How uncertainty analysis of streamflow data can reduce costs and promote robust decisions in water management applications","2017","Water Resources Research","53","7","","5220","5228","8","54","10.1002/2016WR020328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027509857&doi=10.1002%2f2016WR020328&partnerID=40&md5=5b7cad6fbbf69bf5e34cc3ff350c1e33","Note","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85027509857"
"Liu T.; Opaluch J.J.; Uchida E.","Liu, Tingting (57195284229); Opaluch, James J. (6701802203); Uchida, Emi (8586829500)","57195284229; 6701802203; 8586829500","The impact of water quality in Narragansett Bay on housing prices","2017","Water Resources Research","53","8","","6454","6471","17","22","10.1002/2016WR019606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026746970&doi=10.1002%2f2016WR019606&partnerID=40&md5=13fcbb55dca34b1d69edca1831737fd7","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85026746970"
"Shinohara R.; Hiroki M.; Kohzu A.; Imai A.; Inoue T.; Furusato E.; Komatsu K.; Satou T.; Tomioka N.; Shimotori K.; Miura S.","Shinohara, Ryuichiro (36174274300); Hiroki, Mikiya (7004705239); Kohzu, Ayato (6602881338); Imai, Akio (55273628700); Inoue, Tetsunori (57202230924); Furusato, Eiichi (6504611774); Komatsu, Kazuhiro (8574861200); Satou, Takayuki (54394327200); Tomioka, Noriko (7005572313); Shimotori, Koichi (36704182000); Miura, Shingo (49964220600)","36174274300; 7004705239; 6602881338; 55273628700; 57202230924; 6504611774; 8574861200; 54394327200; 7005572313; 36704182000; 49964220600","Role of organic phosphorus in sediment in a shallow eutrophic lake","2017","Water Resources Research","53","8","","7175","7189","14","20","10.1002/2017WR020486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029696252&doi=10.1002%2f2017WR020486&partnerID=40&md5=0fa9bb26de173ad30a437a1daf465607","Article","Final","","Scopus","2-s2.0-85029696252"
"Duncan J.M.; Welty C.; Kemper J.T.; Groffman P.M.; Band L.E.","Duncan, Jonathan M. (9234917900); Welty, Claire (7004043829); Kemper, John T. (57195741997); Groffman, Peter M. (56885159000); Band, Lawrence E. (7005637276)","9234917900; 7004043829; 57195741997; 56885159000; 7005637276","Dynamics of nitrate concentration-discharge patterns in an urban watershed","2017","Water Resources Research","53","8","","7349","7365","16","63","10.1002/2017WR020500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029698399&doi=10.1002%2f2017WR020500&partnerID=40&md5=fe85daea7c64c0696e5435807e4af1a8","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029698399"
"Tomasek A.; Kozarek J.L.; Hondzo M.; Lurndahl N.; Sadowsky M.J.; Wang P.; Staley C.","Tomasek, Abigail (57195495150); Kozarek, Jessica L. (25632294300); Hondzo, Miki (35615087900); Lurndahl, Nicole (57195495311); Sadowsky, Michael J. (7006659421); Wang, Ping (55539632500); Staley, Christopher (23978959100)","57195495150; 25632294300; 35615087900; 57195495311; 7006659421; 55539632500; 23978959100","Environmental drivers of denitrification rates and denitrifying gene abundances in channels and riparian areas","2017","Water Resources Research","53","8","","6523","6538","15","32","10.1002/2016WR019566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028467140&doi=10.1002%2f2016WR019566&partnerID=40&md5=34b1588b8288fb34096cd1a9a2e7c60b","Article","Final","","Scopus","2-s2.0-85028467140"
"Tuukkanen T.; Marttila H.; Kløve B.","Tuukkanen, T. (55841255100); Marttila, H. (24554532300); Kløve, B. (6602979743)","55841255100; 24554532300; 6602979743","Predicting organic matter, nitrogen, and phosphorus concentrations in runoff from peat extraction sites using partial least squares regression","2017","Water Resources Research","53","7","","5860","5876","16","21","10.1002/2017WR020557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027510602&doi=10.1002%2f2017WR020557&partnerID=40&md5=c8e9ee4c87aa98aa336d8447739b6c66","Article","Final","","Scopus","2-s2.0-85027510602"
"Kucala A.; Martinez M.J.; Wang Y.; Noble D.R.","Kucala, Alec (55568870500); Martinez, Mario J. (7404593852); Wang, Yifeng (55734021600); Noble, David R. (7102288027)","55568870500; 7404593852; 55734021600; 7102288027","The influence of interfacial slip on two-phase flow in rough pores","2017","Water Resources Research","53","8","","7281","7295","14","7","10.1002/2016WR020059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029704374&doi=10.1002%2f2016WR020059&partnerID=40&md5=43364e742b168fb57e3df9af3e7b97af","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85029704374"
"Bertin S.; Groom J.; Friedrich H.","Bertin, Stephane (57211317560); Groom, Jane (57195736466); Friedrich, Heide (23012109000)","57211317560; 57195736466; 23012109000","Isolating roughness scales of gravel-bed patches","2017","Water Resources Research","53","8","","6841","6856","15","24","10.1002/2016WR020205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029694597&doi=10.1002%2f2016WR020205&partnerID=40&md5=15b5824ec0066ef8b85c81bc852b6fe7","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85029694597"
"Abatzoglou J.T.; Ficklin D.L.","Abatzoglou, John T. (6507237454); Ficklin, Darren L. (26648230600)","6507237454; 26648230600","Climatic and physiographic controls of spatial variability in surface water balance over the contiguous United States using the Budyko relationship","2017","Water Resources Research","53","9","","7630","7643","13","55","10.1002/2017WR020843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028613656&doi=10.1002%2f2017WR020843&partnerID=40&md5=08f69559241bc1bd1367ce1aec5791cc","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85028613656"
"Tennant C.J.; Harpold A.A.; Lohse K.A.; Godsey S.E.; Crosby B.T.; Larsen L.G.; Brooks P.D.; Van Kirk R.W.; Glenn N.F.","Tennant, Christopher J. (55482021100); Harpold, Adrian A. (6507576319); Lohse, Kathleen Ann (6701310647); Godsey, Sarah E. (6507283537); Crosby, Benjamin T. (15055800700); Larsen, Laurel G. (23969559100); Brooks, Paul D. (7202275216); Van Kirk, Robert W. (6602518517); Glenn, Nancy F. (7003352529)","55482021100; 6507576319; 6701310647; 6507283537; 15055800700; 23969559100; 7202275216; 6602518517; 7003352529","Regional sensitivities of seasonal snowpack to elevation, aspect, and vegetation cover in western North America","2017","Water Resources Research","53","8","","6908","6926","18","51","10.1002/2016WR019374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029674620&doi=10.1002%2f2016WR019374&partnerID=40&md5=3dcd6cfb287911a8d92eca0996590913","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029674620"
"Schaefli B.; Kavetski D.","Schaefli, Bettina (8686619500); Kavetski, Dmitri (6603500852)","8686619500; 6603500852","Bayesian spectral likelihood for hydrological parameter inference","2017","Water Resources Research","53","8","","6857","6884","27","7","10.1002/2016WR019465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029723155&doi=10.1002%2f2016WR019465&partnerID=40&md5=1ded845573eee295c9073abe9f3f9b92","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85029723155"
"Feng M.; Liu P.; Guo S.; Shi L.; Deng C.; Ming B.","Feng, Maoyuan (56708032900); Liu, Pan (56488934500); Guo, Shenglian (55488888800); Shi, Liangsheng (9237930900); Deng, Chao (56063783700); Ming, Bo (56604831200)","56708032900; 56488934500; 55488888800; 9237930900; 56063783700; 56604831200","Deriving adaptive operating rules of hydropower reservoirs using time-varying parameters generated by the EnKF","2017","Water Resources Research","53","8","","6885","6907","22","40","10.1002/2016WR020180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029723275&doi=10.1002%2f2016WR020180&partnerID=40&md5=323527d78f7910d9eb922fea6dd4eeca","Article","Final","","Scopus","2-s2.0-85029723275"
"Gonzales P.; Ajami N.; Sun Y.","Gonzales, Patricia (36906782900); Ajami, Newsha (7801563541); Sun, Yujie (57195520724)","36906782900; 7801563541; 57195520724","Coordinating water conservation efforts through tradable credits: A proof of concept for drought response in the San Francisco Bay area","2017","Water Resources Research","53","9","","7662","7677","15","10","10.1002/2017WR020636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028590725&doi=10.1002%2f2017WR020636&partnerID=40&md5=a6d4d62e4ca88a6e0abb165c013b96a0","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85028590725"
