"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"McCarthy M.; Brogan C.; Shortridge J.; Burgholzer R.; Kleiner J.; Scott D.","McCarthy, Morgan (57203817260); Brogan, Connor (57377342900); Shortridge, Julie (56024247600); Burgholzer, Robert (55969236200); Kleiner, Joseph (57218706474); Scott, Durelle (7404952639)","57203817260; 57377342900; 56024247600; 55969236200; 57218706474; 7404952639","Estimating Facility-Level Monthly Water Consumption of Commercial, Industrial, Municipal, and Thermoelectric Users in Virginia","2022","Journal of the American Water Resources Association","58","6","","1358","1376","18","2","10.1111/1752-1688.13037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131932935&doi=10.1111%2f1752-1688.13037&partnerID=40&md5=01f771dceca86499edb363d0d48b41ad","John Wiley and Sons Inc","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85131932935"
"Bertani I.; Bhatt G.; Shenk G.W.; Linker L.C.","Bertani, Isabella (41261075600); Bhatt, Gopal (35232536000); Shenk, Gary W. (6505819965); Linker, Lewis C. (6602977053)","41261075600; 35232536000; 6505819965; 6602977053","Quantifying the Response of Nitrogen Speciation to Hydrology in the Chesapeake Bay Watershed Using a Multilevel Modeling Approach","2022","Journal of the American Water Resources Association","58","6","","792","804","12","2","10.1111/1752-1688.12951","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111422383&doi=10.1111%2f1752-1688.12951&partnerID=40&md5=eade47ce08e19375942fcd9380c8b170","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85111422383"
"Saha G.K.; Cibin R.; Elliott H.A.; Preisendanz H.E.","Saha, Gourab K. (57204033086); Cibin, Raj (36463401000); Elliott, Herschel A. (7202608180); Preisendanz, Heather E. (36660742800)","57204033086; 36463401000; 7202608180; 36660742800","Toward a Robust Land Suitability Framework for Manure Management: Modeling Impacts and Evaluating Biophysical Characteristics","2022","Journal of the American Water Resources Association","58","3","","435","452","17","2","10.1111/1752-1688.13008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130462500&doi=10.1111%2f1752-1688.13008&partnerID=40&md5=6ddb318f7325e45156649dffe1e07230","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85130462500"
"Cerco C.F.; Tian R.","Cerco, Carl F. (7004208829); Tian, Richard (57189369969)","7004208829; 57189369969","Impact of Wetlands Loss and Migration, Induced by Climate Change, on Chesapeake Bay DO Standards","2022","Journal of the American Water Resources Association","58","6","","958","970","12","3","10.1111/1752-1688.12919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107194995&doi=10.1111%2f1752-1688.12919&partnerID=40&md5=9fdb0a170f1180b30ab1f5bc1b647185","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85107194995"
"Finkenbiner C.; Semmendinger K.","Finkenbiner, Catherine (56646541600); Semmendinger, Kyla (57209799506)","56646541600; 57209799506","Visualization Workflow for Quantifying Parameter Sensitivities and Uncertainties for Hydrologic Models","2022","Journal of the American Water Resources Association","58","1","","5","18","13","1","10.1111/1752-1688.12946","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111643408&doi=10.1111%2f1752-1688.12946&partnerID=40&md5=644b7231a18a94096560bd7f0ea20fbb","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85111643408"
"Rallings A.M.; Clifton B.; Espinoza V.; Hao Z.; Chen W.; Duan W.; Peng Q.; Luo P.; Viers J.H.","Rallings, Anna M. (57205377184); Clifton, Britne (57355762000); Espinoza, Vicky (57201904428); Hao, Zhuo (56661699300); Chen, Wenjun (56092983200); Duan, Weili (55235393800); Peng, Qidong (12806771100); Luo, Pingping (42661996000); Viers, Joshua H. (6603554412)","57205377184; 57355762000; 57201904428; 56661699300; 56092983200; 55235393800; 12806771100; 42661996000; 6603554412","Regional Hydrologic Classification for Sustainable Dam Operations in China: Exploratory Applications in the Yangtze River Basin","2022","Journal of the American Water Resources Association","58","6","","1216","1229","13","2","10.1111/1752-1688.12966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120036550&doi=10.1111%2f1752-1688.12966&partnerID=40&md5=951158aa9fcee40c22ba0813a28afc08","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85120036550"
"Ator S.; Schwarz G.E.; Sekellick A.J.; Bhatt G.","Ator, Scott (6507839143); Schwarz, Gregory E. (7201633925); Sekellick, Andrew J. (57196465400); Bhatt, Gopal (35232536000)","6507839143; 7201633925; 57196465400; 35232536000","Predicting Near-Term Effects of Climate Change on Nitrogen Transport to Chesapeake Bay","2022","Journal of the American Water Resources Association","58","4","","578","596","18","2","10.1111/1752-1688.13017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131724734&doi=10.1111%2f1752-1688.13017&partnerID=40&md5=a76190ba1610fc2c3fc50b890be3e011","John Wiley and Sons Inc","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85131724734"
"Zhou X.; Han S.; Li H.; Ren D.; Sheng Z.; Yang Y.","Zhou, Xinyao (34869016600); Han, Shumin (55867281400); Li, Huilong (8425156900); Ren, Dandan (56342594600); Sheng, Zhuping (7202787537); Yang, Yonghui (35270436100)","34869016600; 55867281400; 8425156900; 56342594600; 7202787537; 35270436100","Virtual Water Flows in Internal and External Agricultural Product Trade in Central Asia","2022","Journal of the American Water Resources Association","58","6","","1162","1174","12","1","10.1111/1752-1688.12959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118250406&doi=10.1111%2f1752-1688.12959&partnerID=40&md5=698976a225c6dd4ae4dcc071bedeaaa9","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85118250406"
"Micheletty P.; Perrot D.; Day G.; Rittger K.","Micheletty, P. (56431092700); Perrot, D. (55151079200); Day, G. (57336368300); Rittger, K. (25030624100)","56431092700; 55151079200; 57336368300; 25030624100","Assimilation of Ground and Satellite Snow Observations in a Distributed Hydrologic Model for Water Supply Forecasting","2022","Journal of the American Water Resources Association","58","6","","1030","1048","18","4","10.1111/1752-1688.12975","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118976799&doi=10.1111%2f1752-1688.12975&partnerID=40&md5=2b4ff86d6b6290e77d5715e885db7335","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85118976799"
"Craven J.; Adams T.; McCurry G.; Nguyen-DeCorse H.; Scott A.","Craven, John (56789678500); Adams, Taylor (7203080985); McCurry, Gordon (36715301400); Nguyen-DeCorse, Hong (57718613600); Scott, Andrew (55472472300)","56789678500; 7203080985; 36715301400; 57718613600; 55472472300","Simplifying the Groundwater Model Interface to Provide Enhanced Decision Support","2022","Journal of the American Water Resources Association","58","4","","502","507","5","0","10.1111/1752-1688.13013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130992862&doi=10.1111%2f1752-1688.13013&partnerID=40&md5=f5244a3bbb350a955492a95bc9cc6d62","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85130992862"
"Ouyang Y.","Ouyang, Ying (55750820700)","55750820700","A Hybrid of Copula Prediction and Time Series Computation to Estimate Stream Discharge Based on Precipitation Data","2022","Journal of the American Water Resources Association","58","3","","471","484","13","1","10.1111/1752-1688.13003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126816733&doi=10.1111%2f1752-1688.13003&partnerID=40&md5=24c935b6e0a2d8db845aa89e50196bf0","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85126816733"
"Elmer N.J.; Mecikalski J.R.; Molthan A.L.; Gochis D.J.; Nair U.","Elmer, Nicholas J. (57209315678); Mecikalski, John R. (6701382162); Molthan, Andrew L. (36059844000); Gochis, David J. (6602948135); Nair, Udaysankar (7006508549)","57209315678; 6701382162; 36059844000; 6602948135; 7006508549","Impact of Real-Time Satellite-Derived Green Vegetation Fraction on National Water Model Fluxes in Humid Alabama Watersheds","2022","Journal of the American Water Resources Association","58","1","","104","118","14","0","10.1111/1752-1688.12982","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122706734&doi=10.1111%2f1752-1688.12982&partnerID=40&md5=fdc9403295cc56bbe27a0a7120ad5b92","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85122706734"
"Mancewicz L.K.; Davisson L.; Wheelock S.J.; Burns E.R.; Poulson S.R.; Tyler S.W.","Mancewicz, L.K. (57336637800); Davisson, L. (57336637900); Wheelock, S.J. (25723844600); Burns, E.R. (14024197300); Poulson, S.R. (7003328224); Tyler, S.W. (7103350171)","57336637800; 57336637900; 25723844600; 14024197300; 7003328224; 7103350171","Impacts of Climate Change on Groundwater Availability and Spring Flows: Observations from the Highly Productive Medicine Lake Highlands/Fall River Springs Aquifer System","2021","Journal of the American Water Resources Association","57","6","","1021","1036","15","2","10.1111/1752-1688.12976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119021169&doi=10.1111%2f1752-1688.12976&partnerID=40&md5=1c3c1ae642a33d6b98f5efb3b6d3aeb7","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85119021169"
"Carleton J.N.; Washington B.J.","Carleton, James N. (7006703661); Washington, Benjamin J. (57201379781)","7006703661; 57201379781","Assessing Evidence of Phosphorus Concentration Trends in North American Freshwaters","2021","Journal of the American Water Resources Association","57","6","","956","971","15","0","10.1111/1752-1688.12970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119017583&doi=10.1111%2f1752-1688.12970&partnerID=40&md5=e216f089b49999ae8102c2a240c966f0","John Wiley and Sons Inc","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85119017583"
"Endter-Wada J.; Sternlieb F.; Welsh L.W.; Suedel B.C.; Madeley M.; Boling E.; Smith M.D.; Corcelli L.; King J.K.","Endter-Wada, Joanna (24175879600); Sternlieb, Faith (35254489500); Welsh, Lisa W. (55359969100); Suedel, Burton C. (6701671566); Madeley, Michelle (57156537500); Boling, Edward (57765418100); Smith, Michael D. (56379017900); Corcelli, Leslie (57211793555); King, Jeffrey K. (57225954019)","24175879600; 35254489500; 55359969100; 6701671566; 57156537500; 57765418100; 56379017900; 57211793555; 57225954019","Transforming Institutions to Connect Land and Water for Healthy Communities","2022","Journal of the American Water Resources Association","58","3","","388","410","22","1","10.1111/1752-1688.13030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132849510&doi=10.1111%2f1752-1688.13030&partnerID=40&md5=1ea5330c95dc97d75bc50a2d786cc278","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85132849510"
"Murray A.; Hall A.; Weaver J.; Kremer F.","Murray, Andrew (57195301162); Hall, Alexander (57213019354); Weaver, James (7402079218); Kremer, Fran (8962343000)","57195301162; 57213019354; 7402079218; 8962343000","Methods for Estimating Locations of Housing Units Served by Private Domestic Wells in the United States Applied to 2010","2021","Journal of the American Water Resources Association","57","5","","828","843","15","8","10.1111/1752-1688.12937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113730872&doi=10.1111%2f1752-1688.12937&partnerID=40&md5=2ed3871d8b0728e1181f6cd9e8adfd40","John Wiley and Sons Inc","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85113730872"
"Baker S.A.; Wood A.W.; Rajagopalan B.; Prairie J.; Jerla C.; Zagona E.; Butler R.A.; Smith R.","Baker, Sarah A. (57208166996); Wood, Andy W. (7401882318); Rajagopalan, Balaji (7006193614); Prairie, James (6506362501); Jerla, Carly (35767871900); Zagona, Edith (6602975350); Butler, Robert A. (57199754851); Smith, Rebecca (57071843600)","57208166996; 7401882318; 7006193614; 6506362501; 35767871900; 6602975350; 57199754851; 57071843600","The Colorado River Basin Operational Prediction Testbed: A Framework for Evaluating Streamflow Forecasts and Reservoir Operations","2022","Journal of the American Water Resources Association","58","5","","690","708","18","1","10.1111/1752-1688.13038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133046993&doi=10.1111%2f1752-1688.13038&partnerID=40&md5=611f5b16d92536aa5437d3dc651c743e","John Wiley and Sons Inc","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85133046993"
"Jiang Z.; Wang S.; Liao X.; Liu Y.; Wu Q.; Zhang L.; Chang Z.","Jiang, Zhiqiang (56085025900); Wang, Suiling (57420102600); Liao, Xiang (36571847500); Liu, Yi (57703579500); Wu, Qiong (57727152600); Zhang, Lei (57194472972); Chang, Zongye (57726505000)","56085025900; 57420102600; 36571847500; 57703579500; 57727152600; 57194472972; 57726505000","Comprehensive Evaluation of Runoff Forecast Level Based on Forecasting Difficulty","2022","Journal of the American Water Resources Association","58","6","","1297","1306","9","0","10.1111/1752-1688.13033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131313652&doi=10.1111%2f1752-1688.13033&partnerID=40&md5=ca7ba7f99600a5b2004b9b632f62841f","John Wiley and Sons Inc","Note","Final","","Scopus","2-s2.0-85131313652"
"Sušnik J.; Staddon C.","Sušnik, Janez (55857198100); Staddon, Chad (6701462474)","55857198100; 6701462474","Evaluation of Water-Energy-Food (WEF) Nexus Research: Perspectives, Challenges, and Directions for Future Research","2022","Journal of the American Water Resources Association","58","6","","1189","1198","9","7","10.1111/1752-1688.12977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119620272&doi=10.1111%2f1752-1688.12977&partnerID=40&md5=52f3a339a46fbfe6163fc2e3621fc8a2","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85119620272"
"Cai X.; Shen J.; Zhang Y.J.; Qin Q.; Wang Z.; Wang H.","Cai, Xun (57219451404); Shen, Jian (55726242400); Zhang, Yinglong J. (57225921253); Qin, Qubin (57194701346); Wang, Zhengui (57191598471); Wang, Harry (7501734349)","57219451404; 55726242400; 57225921253; 57194701346; 57191598471; 7501734349","Impacts of Sea-Level Rise on Hypoxia and Phytoplankton Production in Chesapeake Bay: Model Prediction and Assessment","2022","Journal of the American Water Resources Association","58","6","","922","939","17","7","10.1111/1752-1688.12921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106650479&doi=10.1111%2f1752-1688.12921&partnerID=40&md5=f46375cb814f2fecd72e37e77a3221be","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85106650479"
"Sampson D.A.; Quay R.; Horrie M.","Sampson, David A. (55214688900); Quay, Ray (7004071741); Horrie, Mitch (57701477500)","55214688900; 7004071741; 57701477500","Building Type, Housing Density, and Water Use: Denver Water Data and Agent-Based Simulations","2022","Journal of the American Water Resources Association","58","3","","355","369","14","2","10.1111/1752-1688.13009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130498251&doi=10.1111%2f1752-1688.13009&partnerID=40&md5=dee144a1099d924c543a166ef5253089","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85130498251"
"Kujawa H.; Kalcic M.; Martin J.; Apostel A.; Kast J.; Murumkar A.; Evenson G.; Aloysius N.; Becker R.; Boles C.; Confesor R.; Dagnew A.; Guo T.; Muenich R.L.; Redder T.; Wang Y.-C.; Scavia D.","Kujawa, Haley (57216320812); Kalcic, Margaret (55292960400); Martin, Jay (7501558491); Apostel, Anna (57216835201); Kast, Jeffrey (57208304307); Murumkar, Asmita (55773662400); Evenson, Grey (56768170900); Aloysius, Noel (55964035400); Becker, Richard (7402086159); Boles, Chelsie (57192069256); Confesor, Remegio (17343438300); Dagnew, Awoke (57204727546); Guo, Tian (56589404900); Muenich, Rebecca Logsdon (57188864216); Redder, Todd (8562450700); Wang, Yu-Chen (57200056226); Scavia, Donald (6603811823)","57216320812; 55292960400; 7501558491; 57216835201; 57208304307; 55773662400; 56768170900; 55964035400; 7402086159; 57192069256; 17343438300; 57204727546; 56589404900; 57188864216; 8562450700; 57200056226; 6603811823","Using a Multi-Institutional Ensemble of Watershed Models to Assess Agricultural Conservation Effectiveness in a Future Climate","2022","Journal of the American Water Resources Association","58","6","","1326","1340","14","1","10.1111/1752-1688.13023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131953599&doi=10.1111%2f1752-1688.13023&partnerID=40&md5=1482c0470acd93988ca1478b0f2e4dd1","John Wiley and Sons Inc","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85131953599"
"Pierce D.W.; Cayan D.R.; Goodrich J.; Das T.; Munévar A.","Pierce, David W. (7102859255); Cayan, Daniel R. (7005265210); Goodrich, Jordan (56106228400); Das, Tapash (14033725900); Munévar, Armin (56288422400)","7102859255; 7005265210; 56106228400; 14033725900; 56288422400","Evaluating Global Climate Models for Hydrological Studies of the Upper Colorado River Basin","2022","Journal of the American Water Resources Association","58","5","","709","734","25","3","10.1111/1752-1688.12974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119148081&doi=10.1111%2f1752-1688.12974&partnerID=40&md5=ac685225acfc57b7c3a58e9823fef545","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85119148081"
"Soulard C.E.; Waller E.K.; Walker J.J.; Petrakis R.E.; Smith B.W.","Soulard, Christopher E. (35111810600); Waller, Eric K. (9333293800); Walker, Jessica J. (57189490675); Petrakis, Roy E. (55976368400); Smith, Britt W. (57458459700)","35111810600; 9333293800; 57189490675; 55976368400; 57458459700","DSWEmod — The Production of High-Frequency Surface Water Map Composites from Daily MODIS Images","2022","Journal of the American Water Resources Association","58","2","","248","268","20","5","10.1111/1752-1688.12996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124911691&doi=10.1111%2f1752-1688.12996&partnerID=40&md5=66456e0eede956f46a8c5faa34c5aaba","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85124911691"
"Turner V.K.; Gmoser-Daskalakis K.; Costello D.M.; Jefferson A.; Bhaskar A.S.","Turner, V. Kelly (54789265100); Gmoser-Daskalakis, Kyra (57219744957); Costello, David M. (13806710100); Jefferson, Anne (36880431000); Bhaskar, Aditi S. (55256695500)","54789265100; 57219744957; 13806710100; 36880431000; 55256695500","Champions and Traditional Technocrats: The Role of Environmental Value Orientation in Stormwater Management","2022","Journal of the American Water Resources Association","58","3","","336","354","18","1","10.1111/1752-1688.13015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131867653&doi=10.1111%2f1752-1688.13015&partnerID=40&md5=d5c912c9ae520aa00f8d9798ce17d91c","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85131867653"
"Melton F.S.; Huntington J.; Grimm R.; Herring J.; Hall M.; Rollison D.; Erickson T.; Allen R.; Anderson M.; Fisher J.B.; Kilic A.; Senay G.B.; Volk J.; Hain C.; Johnson L.; Ruhoff A.; Blankenau P.; Bromley M.; Carrara W.; Daudert B.; Doherty C.; Dunkerly C.; Friedrichs M.; Guzman A.; Halverson G.; Hansen J.; Harding J.; Kang Y.; Ketchum D.; Minor B.; Morton C.; Ortega-Salazar S.; Ott T.; Ozdogan M.; ReVelle P.M.; Schull M.; Wang C.; Yang Y.; Anderson R.G.","Melton, Forrest S. (57203472467); Huntington, Justin (7006544303); Grimm, Robyn (57188748357); Herring, Jamie (57189255097); Hall, Maurice (57681867000); Rollison, Dana (57320127900); Erickson, Tyler (7005246733); Allen, Richard (57203292431); Anderson, Martha (7404764644); Fisher, Joshua B. (57203460307); Kilic, Ayse (55694391900); Senay, Gabriel B. (6602336456); Volk, John (57193014120); Hain, Christopher (57203255846); Johnson, Lee (7404800168); Ruhoff, Anderson (6507238098); Blankenau, Philip (57218311046); Bromley, Matt (57320598300); Carrara, Will (57320687400); Daudert, Britta (55443788900); Doherty, Conor (57320318000); Dunkerly, Christian (57320413300); Friedrichs, MacKenzie (57191612724); Guzman, Alberto (55512712300); Halverson, Gregory (57196097157); Hansen, Jody (57320222000); Harding, Jordan (57320128000); Kang, Yanghui (57092900800); Ketchum, David (57216469023); Minor, Blake (57320687500); Morton, Charles (55694342800); Ortega-Salazar, Samuel (56636912000); Ott, Thomas (57320413400); Ozdogan, Mutlu (7003494809); ReVelle, Peter M. (57320413500); Schull, Mitch (15844152500); Wang, Carlos (57320506200); Yang, Yun (56898191700); Anderson, Ray G. (14633183900)","57203472467; 7006544303; 57188748357; 57189255097; 57681867000; 57320127900; 7005246733; 57203292431; 7404764644; 57203460307; 55694391900; 6602336456; 57193014120; 57203255846; 7404800168; 6507238098; 57218311046; 57320598300; 57320687400; 55443788900; 57320318000; 57320413300; 57191612724; 55512712300; 57196097157; 57320222000; 57320128000; 57092900800; 57216469023; 57320687500; 55694342800; 56636912000; 57320413400; 7003494809; 57320413500; 15844152500; 57320506200; 56898191700; 14633183900","OpenET: Filling a Critical Data Gap in Water Management for the Western United States","2022","Journal of the American Water Resources Association","58","6","","971","994","23","34","10.1111/1752-1688.12956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112818158&doi=10.1111%2f1752-1688.12956&partnerID=40&md5=8731ce9b345b18805bb34964c6819c02","John Wiley and Sons Inc","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85112818158"
"Drugova T.; Curtis K.R.; Kim M.-K.","Drugova, Tatiana (57211014632); Curtis, Kynda R. (7102811500); Kim, Man-Keun (8661159500)","57211014632; 7102811500; 8661159500","The Impacts of Drought on Southwest Tribal Economies","2022","Journal of the American Water Resources Association","58","5","","639","653","14","1","10.1111/1752-1688.13018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130959944&doi=10.1111%2f1752-1688.13018&partnerID=40&md5=f42052b5e4eab8af7aa6cdbc187ba191","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85130959944"
"Femeena P.V.; Karki R.; Cibin R.; Sudheer K.P.","Femeena, Pandara Valappil (57200530569); Karki, Ritesh (57021293500); Cibin, Raj (36463401000); Sudheer, K.P. (6602154972)","57200530569; 57021293500; 36463401000; 6602154972","Reconceptualizing HRU Threshold Definition in the Soil and Water Assessment Tool","2022","Journal of the American Water Resources Association","58","4","","508","516","8","2","10.1111/1752-1688.13000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124993877&doi=10.1111%2f1752-1688.13000&partnerID=40&md5=f0fa7fd3b6a50fff01d29ad302d3533b","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85124993877"
"Bhuyian M.N.M.; Lahiri C.; Diehl T.H.; Heal E.N.","Bhuyian, Md Nowfel M. (56021576900); Lahiri, Chayan (57213609127); Diehl, Timothy H. (7003650862); Heal, Elizabeth N. (58039455400)","56021576900; 57213609127; 7003650862; 58039455400","Assessment of cropland inundation due to the operation of the Reelfoot Lake spillway in West Tennessee","2022","Journal of the American Water Resources Association","","","","","","","0","10.1111/1752-1688.13092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145412261&doi=10.1111%2f1752-1688.13092&partnerID=40&md5=8dc3b1dd212486a93c02c3a8ca17bad5","John Wiley and Sons Inc","Article","Article in press","","Scopus","2-s2.0-85145412261"
"Booker J.F.","Booker, James F. (7102218061)","7102218061","Colorado River Water Use and Climate: Model and Application","2022","Journal of the American Water Resources Association","58","5","","673","689","16","1","10.1111/1752-1688.13035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132766213&doi=10.1111%2f1752-1688.13035&partnerID=40&md5=654301f480ed0f0def9016098f607a95","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85132766213"
"Gombert C.E.; Lancaster S.T.; Grant G.E.; Flitcroft R.L.","Gombert, Carolyn E. (58037956500); Lancaster, Stephen T. (7006935586); Grant, Gordon E. (57885864700); Flitcroft, Rebecca L. (35291664900)","58037956500; 7006935586; 57885864700; 35291664900","Novel dimensionless index for physically based assessment of thermal refugia characterizes off-channel habitat on gravel bed river","2022","Journal of the American Water Resources Association","","","","","","","0","10.1111/1752-1688.13096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145311146&doi=10.1111%2f1752-1688.13096&partnerID=40&md5=690a9bae50dbf39580588994ba504a03","John Wiley and Sons Inc","Article","Article in press","","Scopus","2-s2.0-85145311146"
"","","","Findings Statement and Call to Action from the Specialty Conference: Connecting Land and Water for Healthy Communities","2022","Journal of the American Water Resources Association","58","3","","319","320","1","1","10.1111/1752-1688.13039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132567324&doi=10.1111%2f1752-1688.13039&partnerID=40&md5=bdc282adad258cc0e8abad74bccf1ce8","John Wiley and Sons Inc","Editorial","Final","","Scopus","2-s2.0-85132567324"
"Baker S.A.; Rajagopalan B.; Wood A.W.","Baker, Sarah A. (57208166996); Rajagopalan, Balaji (7006193614); Wood, Andrew W. (7401882318)","57208166996; 7006193614; 7401882318","Enhancing Ensemble Seasonal Streamflow Forecasts in the Upper Colorado River Basin Using Multi-Model Climate Forecasts","2021","Journal of the American Water Resources Association","57","6","","906","922","16","4","10.1111/1752-1688.12960","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119005809&doi=10.1111%2f1752-1688.12960&partnerID=40&md5=e739dd941bb94132d259c9b90aa8721a","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85119005809"
"Hounnou L.","Hounnou, Leon (57205628627)","57205628627","Economic Impact of Climate Change on the Implementation of Best Management Practices in the Fort Cobb Watershed","2022","Journal of the American Water Resources Association","58","6","","1307","1325","18","0","10.1111/1752-1688.12999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125044520&doi=10.1111%2f1752-1688.12999&partnerID=40&md5=c7216bcbedd28f0fec1a0ed7debb0d27","John Wiley and Sons Inc","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85125044520"
"Bales J.; Lee C.","Bales, Jerad (7005533137); Lee, Christine (56714017100)","7005533137; 56714017100","Introduction to Featured Collection on Use of NASA and Other Earth Observations Data, Assets, and Tools to Support Water Management — Part 1","2021","Journal of the American Water Resources Association","57","5","","661","663","2","0","10.1111/1752-1688.12969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118847964&doi=10.1111%2f1752-1688.12969&partnerID=40&md5=26f2a99d00aa01c34d80f08943cb8563","John Wiley and Sons Inc","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85118847964"
"Zhou Y.; She D.; Wang Y.; Xia J.; Zhang Y.","Zhou, Yan (57830724600); She, Dunxian (23973194500); Wang, Yueling (35106073200); Xia, Jun (57211494148); Zhang, Yongyong (24462820300)","57830724600; 23973194500; 35106073200; 57211494148; 24462820300","Evaluating the Impact of Low Impact Development Practices on the Urban Flooding over a Humid Region of China","2022","Journal of the American Water Resources Association","58","6","","1264","1278","14","3","10.1111/1752-1688.13032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131522097&doi=10.1111%2f1752-1688.13032&partnerID=40&md5=f5f580e2af85a89d22a046a20220758d","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85131522097"
"Fleming S.W.; Garen D.C.","Fleming, Sean W. (35299191200); Garen, David C. (6701332707)","35299191200; 6701332707","Simplified Cross-Validation in Principal Component Regression (PCR) and PCR-Like Machine Learning for Water Supply Forecasting","2022","Journal of the American Water Resources Association","58","4","","517","524","7","1","10.1111/1752-1688.13007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132626755&doi=10.1111%2f1752-1688.13007&partnerID=40&md5=4c929db0ec9fbf7c2cd8733cdec15151","John Wiley and Sons Inc","Article","Final","","Scopus","2-s2.0-85132626755"
