"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Aisopou A.; Stoianov I.; Graham N.; Karney B.","Aisopou, Angeliki (54384967900); Stoianov, Ivan (23971798600); Graham, Nigel (55903712800); Karney, Bryan (7004449407)","54384967900; 23971798600; 55903712800; 7004449407","Analytical and experimental investigation of chlorine decay in water supply systems under unsteady hydraulic conditions","2014","Journal of Hydroinformatics","16","3","","690","709","19","7","10.2166/hydro.2013.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900991800&doi=10.2166%2fhydro.2013.038&partnerID=40&md5=d1fb3a74601efd9b9c4bf63a0064131c","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84900991800"
"Sattar A.M.A.","Sattar, Ahmed M. A. (57203516387)","57203516387","Gene expression models for prediction of dam breach parameters","2014","Journal of Hydroinformatics","16","3","","550","571","21","51","10.2166/hydro.2013.084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901054909&doi=10.2166%2fhydro.2013.084&partnerID=40&md5=e4e5e19ee79fc72ac4a3544f845636fe","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84901054909"
"Mortazavi-Naeini M.; Kuczera G.; Cui L.","Mortazavi-Naeini, Mohammad (56189770400); Kuczera, George (7006386995); Cui, Lijie (22834109000)","56189770400; 7006386995; 22834109000","Efficient multi-objective optimization methods for computationally intensive urban water resources models","2015","Journal of Hydroinformatics","17","1","","36","55","19","9","10.2166/hydro.2014.204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924209378&doi=10.2166%2fhydro.2014.204&partnerID=40&md5=2c572e04aa4e1a5d404b0a80de4ca9c8","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84924209378"
"Yu P.-S.; Yang T.-C.; Kuo C.-M.; Chen S.-T.","Yu, Pao-Shan (7403598559); Yang, Tao-Chang (7404656627); Kuo, Chen-Min (55470160300); Chen, Shien-Tsung (8346666100)","7403598559; 7404656627; 55470160300; 8346666100","Development of an integrated computational tool to assess climate change impacts on water supply-demand and flood inundation","2014","Journal of Hydroinformatics","16","3","","710","730","20","9","10.2166/hydro.2013.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901044366&doi=10.2166%2fhydro.2013.018&partnerID=40&md5=ee03c3cc2ccdbbb950dcffc7bbcbea98","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84901044366"
"Sanchez A.; Medina N.; Vojinovic Z.; Price R.","Sanchez, Arlex (57199979027); Medina, Neiler (56168808400); Vojinovic, Zoran (23091965300); Price, Roland (55336284700)","57199979027; 56168808400; 23091965300; 55336284700","An integrated cellular automata evolutionary-based approach for evaluating future scenarios and the expansion of urban drainage networks","2014","Journal of Hydroinformatics","16","2","","319","340","21","25","10.2166/hydro.2013.302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901063747&doi=10.2166%2fhydro.2013.302&partnerID=40&md5=b1c03f5be302b610026d7d3977dcf4f3","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84901063747"
"Schmitz O.; Salvadore E.; Poelmans L.; Van Der Kwast J.; Karssenberg D.","Schmitz, Oliver (56423854000); Salvadore, Elga (55240180800); Poelmans, Lien (24176034200); Van Der Kwast, Johannes (16679924500); Karssenberg, Derek (6602946250)","56423854000; 55240180800; 24176034200; 16679924500; 6602946250","A framework to resolve spatio-temporal misalignment in component-based modelling","2014","Journal of Hydroinformatics","16","4","","850","871","21","3","10.2166/hydro.2013.180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920032994&doi=10.2166%2fhydro.2013.180&partnerID=40&md5=9a90d44431f5b119892c07195c595635","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84920032994"
"Zhang H.; Wang Y.; Liang Q.; Smith L.S.; Kilsby C.G.","Zhang, Hongbin (56399508800); Wang, Yueling (35106073200); Liang, Qiuhua (23028440500); Smith, Luke S. (55880821700); Kilsby, Chris G. (6701492129)","56399508800; 35106073200; 23028440500; 55880821700; 6701492129","Non-negative depth reconstruction for a two-dimensional partial inertial inundation model","2014","Journal of Hydroinformatics","16","5","","1158","1177","19","4","10.2166/hydro.2014.131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920071253&doi=10.2166%2fhydro.2014.131&partnerID=40&md5=9773d2e8d368df42b1ed16f8831afc95","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84920071253"
"Singh G.; Panda R.K.; Lamers M.","Singh, Gurjeet (57224794674); Panda, Rabindra K. (56223101000); Lamers, Marc (15829671700)","57224794674; 56223101000; 15829671700","Modeling of daily runoff from a small agricultural watershed using artificial neural network with resampling techniques","2015","Journal of Hydroinformatics","17","1","","56","74","18","16","10.2166/hydro.2014.106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924145981&doi=10.2166%2fhydro.2014.106&partnerID=40&md5=eb726872edb7da25d73e78d5b5939ae1","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84924145981"
"Zeng X.; Wu J.; Wang D.; Zhu X.","Zeng, Xiankui (55461388700); Wu, Jichun (7409256839); Wang, Dong (56918729900); Zhu, Xiaobin (55696667600)","55461388700; 7409256839; 56918729900; 55696667600","The characteristics of probability distribution of groundwater model output based on sensitivity analysis","2014","Journal of Hydroinformatics","16","1","","130","143","13","3","10.2166/hydro.2013.106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897533636&doi=10.2166%2fhydro.2013.106&partnerID=40&md5=e58acd5c4ae4158039b547721d5df058","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897533636"
"Ponce M.V.C.; Castañón L.E.G.; Cayuela V.P.","Ponce, Myrna V. Casillas (55923044000); Castañón, Luis E. Garza (8693618200); Cayuela, Vicenç Puig (55376067600)","55923044000; 8693618200; 55376067600","Model-based leak detection and location in water distribution networks considering an extended-horizon analysis of pressure sensitivities","2014","Journal of Hydroinformatics","16","3","","649","670","21","52","10.2166/hydro.2013.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901049256&doi=10.2166%2fhydro.2013.019&partnerID=40&md5=138e59602975244ad928f344d6a90b98","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84901049256"
"Lin K.; Liu P.; He Y.; Guo S.","Lin, Kairong (27171116700); Liu, Pan (56488934500); He, Yanhu (55386046200); Guo, Shenglian (55488888800)","27171116700; 56488934500; 55386046200; 55488888800","Multi-site evaluation to reduce parameter uncertainty in a conceptual hydrological modeling within the glue framework","2014","Journal of Hydroinformatics","16","1","","60","73","13","16","10.2166/hydro.2013.204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897538527&doi=10.2166%2fhydro.2013.204&partnerID=40&md5=85b297b928a41d1b20447e1a790b8cd2","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897538527"
"Cozzolino L.; Cimorelli L.; Covelli C.; Della Morte R.; Pianese D.","Cozzolino, Luca (9043271000); Cimorelli, Luigi (55777550700); Covelli, Carmine (54082957000); Della Morte, Renata (57217222430); Pianese, Domenico (6602226186)","9043271000; 55777550700; 54082957000; 57217222430; 6602226186","Boundary conditions in finite volume schemes for the solution of shallow-water equations: The non-submerged broad-crested weir","2014","Journal of Hydroinformatics","16","6","","1235","1249","14","13","10.2166/hydro.2014.100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919725839&doi=10.2166%2fhydro.2014.100&partnerID=40&md5=f0281a8746bc918b48ba076581a54a2a","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84919725839"
"Barnett A.G.","Barnett, A.G. (35182555600)","35182555600","Improved solution reliability through generalised finite integral methods","2014","Journal of Hydroinformatics","16","3","","600","616","16","0","10.2166/hydro.2013.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901003371&doi=10.2166%2fhydro.2013.048&partnerID=40&md5=b5543e75da1b5b24829afcb6e60f3cc3","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84901003371"
"Tsanis I.K.; Seiradakis K.D.; Daliakopoulos I.N.; Grillakis M.G.; Koutroulis A.G.","Tsanis, I.K. (56840353800); Seiradakis, K.D. (56097257800); Daliakopoulos, I.N. (8527666300); Grillakis, M.G. (6602220765); Koutroulis, A.G. (26032087200)","56840353800; 56097257800; 8527666300; 6602220765; 26032087200","Assessment of geoeye-1 stereo-pair-generated dem in flood mapping of an ungauged basin","2014","Journal of Hydroinformatics","16","1","","1","18","17","28","10.2166/hydro.2013.197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897535013&doi=10.2166%2fhydro.2013.197&partnerID=40&md5=4113af080c8431c9bc08b74ae95056d3","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897535013"
"Zhang S.; Pang B.; Wang G.","Zhang, Sherong (8320675200); Pang, Bohui (55537532700); Wang, Gaohui (55268877400)","8320675200; 55537532700; 55268877400","A new formula based on computational fluid dynamics for estimating maximum depth of scour by jets from overflow dams","2014","Journal of Hydroinformatics","16","5","","1210","1226","16","8","10.2166/hydro.2014.105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920082697&doi=10.2166%2fhydro.2014.105&partnerID=40&md5=4c179312a69174b120d2f669c00c2f71","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84920082697"
"Abbott M.B.; Vojinovic Z.","Abbott, M.B. (7103086612); Vojinovic, Z. (23091965300)","7103086612; 23091965300","Towards a hydroinformatics praxis in the service of social justice","2014","Journal of Hydroinformatics","16","2","","516","530","14","12","10.2166/hydro.2013.198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901016006&doi=10.2166%2fhydro.2013.198&partnerID=40&md5=8c606a6309f4add2157729a2b63c4322","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84901016006"
"Deng Z.; Namwamba F.; Zhang Z.","Deng, Zhiqiang (7402665735); Namwamba, Fulbert (6506865935); Zhang, Zaihong (56068698400)","7402665735; 6506865935; 56068698400","Development of decision support system for managing and using recreational beaches","2014","Journal of Hydroinformatics","16","2","","447","457","10","9","10.2166/hydro.2013.185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901065730&doi=10.2166%2fhydro.2013.185&partnerID=40&md5=4a0de86775ea8df18a34eb236706a6cd","IWA Publishing","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84901065730"
"Lee G.; Lee S.; Park H.","Lee, Gooyong (56096308900); Lee, Sangeun (36519121200); Park, Heekyung (55928816500)","56096308900; 36519121200; 55928816500","Improving applicability of neuro-genetic algorithm to predict short-term water level: A case study","2014","Journal of Hydroinformatics","16","1","","218","230","12","9","10.2166/hydro.2013.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897499909&doi=10.2166%2fhydro.2013.011&partnerID=40&md5=6ae72457bb54e1e9a5636656529e26cb","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897499909"
"Nourani V.; Tahershamsi A.; Abbaszadeh P.; Shahrabi J.; Hadavandi E.","Nourani, Vahid (13906150400); Tahershamsi, Ahmad (15051206600); Abbaszadeh, Peyman (55585799000); Shahrabi, Jamal (23974701800); Hadavandi, Esmaeil (36091237800)","13906150400; 15051206600; 55585799000; 23974701800; 36091237800","A new hybrid algorithm for rainfall-runoff process modeling based on the wavelet transform and genetic fuzzy system","2014","Journal of Hydroinformatics","16","5","","1004","1024","20","26","10.2166/hydro.2014.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920098446&doi=10.2166%2fhydro.2014.035&partnerID=40&md5=41f641c9a5e79a22fab570328768111c","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84920098446"
"Alba J.G.; Gómez A.G.; Del Barrio Fernández P.; Gómez A.G.; Díaz C.A.","Alba, Javier García (56094522800); Gómez, Aina G. (55429426100); Del Barrio Fernández, Pilar (55416307700); Gómez, Andrés García (53866260300); Díaz, César Álvarez (7202925514)","56094522800; 55429426100; 55416307700; 53866260300; 7202925514","Hydrodynamic modelling of a regulated Mediterranean coastal lagoon, the Albufera of Valencia (Spain)","2014","Journal of Hydroinformatics","16","5","","1062","1076","14","3","10.2166/hydro.2014.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920075920&doi=10.2166%2fhydro.2014.071&partnerID=40&md5=9580c6aed1334b2adc0637b2a580263f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84920075920"
"Taylor P.; Cox S.; Walker G.; Valentine D.; Sheahan P.","Taylor, P. (57191192334); Cox, S. (57196028948); Walker, G. (36160666400); Valentine, D. (57201833755); Sheahan, P. (36775667300)","57191192334; 57196028948; 36160666400; 57201833755; 36775667300","WaterML2.0: Development of an open standard for hydrological time-series data exchange","2014","Journal of Hydroinformatics","16","2","","425","446","21","15","10.2166/hydro.2013.174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901022525&doi=10.2166%2fhydro.2013.174&partnerID=40&md5=2452c98d685dd0f2a83527b925ca91c9","IWA Publishing","Article","Final","","Scopus","2-s2.0-84901022525"
"Bakker M.; Vreeburg J.H.G.; Van De Roer M.; Rietveld L.C.","Bakker, M. (36955075100); Vreeburg, J.H.G. (7006548817); Van De Roer, M. (55838318600); Rietveld, L.C. (6602724016)","36955075100; 7006548817; 55838318600; 6602724016","Heuristic burst detection method using flow and pressure measurements","2014","Journal of Hydroinformatics","16","5","","1194","1209","15","26","10.2166/hydro.2014.120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920094088&doi=10.2166%2fhydro.2014.120&partnerID=40&md5=9786ea331a1709bd8a7ab8b36c4764ea","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84920094088"
"Cui L.; Li Y.P.; Huang G.H.; Huang Y.","Cui, L. (56810147500); Li, Y.P. (26531210500); Huang, G.H. (55489745300); Huang, Y. (57190944993)","56810147500; 26531210500; 55489745300; 57190944993","Effects of digital elevation model resolution on topography-based runoff simulation under uncertainty","2014","Journal of Hydroinformatics","16","6","","1343","1358","15","3","10.2166/hydro.2014.137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919768145&doi=10.2166%2fhydro.2014.137&partnerID=40&md5=41bd216c76889ba8f0a5f7dfad2ad5bc","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84919768145"
"Shrestha N.K.; Leta O.T.; De Fraine B.; Garcia-Armisen T.; Ouattara N.K.; Servais P.; Van Griensven A.; Bauwens W.","Shrestha, Narayan Kumar (55776150200); Leta, Olkeba Tolessa (55776753600); De Fraine, Bruno (15925102500); Garcia-Armisen, Tamara (56044548400); Ouattara, Nouho Koffi (36802556500); Servais, Pierre (7005849675); Van Griensven, Ann (6602848973); Bauwens, Willy (6602564593)","55776150200; 55776753600; 15925102500; 56044548400; 36802556500; 7005849675; 6602848973; 6602564593","Modelling Escherichia coli dynamics in the river Zenne (Belgium) using an OpenMI based integrated model","2014","Journal of Hydroinformatics","16","2","","354","374","20","13","10.2166/hydro.2013.171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901050924&doi=10.2166%2fhydro.2013.171&partnerID=40&md5=e12f481e98722708d0b32c5a8387dcb8","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84901050924"
"Zhang C.; Zhu X.; Fu G.; Zhou H.; Wang H.","Zhang, Chi (55862061100); Zhu, Xueping (55796958900); Fu, Guangtao (55499297600); Zhou, Huicheng (7404742641); Wang, Hao (36619287400)","55862061100; 55796958900; 55499297600; 7404742641; 36619287400","The impacts of climate change on water diversion strategies for a water deficit reservoir","2014","Journal of Hydroinformatics","16","4","","872","889","17","27","10.2166/hydro.2013.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919969382&doi=10.2166%2fhydro.2013.053&partnerID=40&md5=f6568520cac48052c2e4bd7312bc23ac","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84919969382"
"Uyumaz A.; Mehr A.D.; Kahya E.; Erdem H.","Uyumaz, Ali (6701850186); Mehr, Ali Danandeh (55899085700); Kahya, Ercan (6601912349); Erdem, Hilal (56459733300)","6701850186; 55899085700; 6601912349; 56459733300","Rectangular side weirs discharge coefficient estimation in circular channels using linear genetic programming approach","2014","Journal of Hydroinformatics","16","6","","1318","1330","12","30","10.2166/hydro.2014.112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919771707&doi=10.2166%2fhydro.2014.112&partnerID=40&md5=94cfa0a53966e27cf4d2b1826c95c64f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84919771707"
"Arnone E.; Francipane A.; Noto L.V.; Scarbaci A.; La Loggia G.","Arnone, Elisa (54408049000); Francipane, Antonio (54408398300); Noto, Leonardo V. (58238339500); Scarbaci, Antonino (56167508500); La Loggia, Goffredo (55882457100)","54408049000; 54408398300; 58238339500; 56167508500; 55882457100","Strategies investigation in using artificial neural network for landslide susceptibility mapping: Application to a Sicilian catchment","2014","Journal of Hydroinformatics","16","2","","502","515","13","26","10.2166/hydro.2013.191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901062115&doi=10.2166%2fhydro.2013.191&partnerID=40&md5=bacc5d6fe74a62bc37238ed2baa1c1fa","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84901062115"
"Wang H.; Li X.; Li W.; Du X.","Wang, Huiliang (54396589000); Li, Xuyong (57210319846); Li, Wenzan (55285855300); Du, Xinzhong (56010271200)","54396589000; 57210319846; 55285855300; 56010271200","The impact of digital elevation model and land use spatial information on Hydrologic Simulation Program-FORTRAN-predicted stream flow and sediment uncertainty","2014","Journal of Hydroinformatics","16","5","","989","1003","14","2","10.2166/hydro.2013.227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920098215&doi=10.2166%2fhydro.2013.227&partnerID=40&md5=4c8c4f3b36b56070dc4bcc0c32768860","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84920098215"
"Puleo V.; Fontanazza C.M.; Notaro V.; De Marchis M.; Freni G.; La Loggia G.","Puleo, Valeria (55347533300); Fontanazza, Chiara Maria (23484640800); Notaro, Vincenza (55434614100); De Marchis, Mauro (24824092200); Freni, Gabriele (23392716300); La Loggia, Goffredo (55882457100)","55347533300; 23484640800; 55434614100; 24824092200; 23392716300; 55882457100","Pumps as turbines (PATs) in water distribution networks affected by intermittent service","2014","Journal of Hydroinformatics","16","2","","259","271","12","26","10.2166/hydro.2013.200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899689955&doi=10.2166%2fhydro.2013.200&partnerID=40&md5=1a28ef98feb462f6668c3c22c2bc1bf2","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84899689955"
"Ba A.; McKenna S.A.","Ba, Amadou (55638252700); McKenna, Sean A. (7101620958)","55638252700; 7101620958","Water quality monitoring with online change-point detection methods","2015","Journal of Hydroinformatics","17","1","","7","19","12","8","10.2166/hydro.2014.126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924127990&doi=10.2166%2fhydro.2014.126&partnerID=40&md5=0bb0a4d8438610b7bb11898b3250e768","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84924127990"
"Tricarico C.; Morley M.S.; Gargano R.; Kapelan Z.; De Marinis G.; Savić D.A.","Tricarico, C. (14049369700); Morley, M.S. (7006568337); Gargano, R. (14048345300); Kapelan, Z. (8273940200); De Marinis, G. (14047924100); Savić, D.A. (35580202000)","14049369700; 7006568337; 14048345300; 8273940200; 14047924100; 35580202000","The influence of the existing network layout on water distribution system redesign analysis","2014","Journal of Hydroinformatics","16","6","","1375","1389","14","4","10.2166/hydro.2014.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919708852&doi=10.2166%2fhydro.2014.017&partnerID=40&md5=b224477e36d90a2ed1d29a2ac184117f","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84919708852"
"Li X.-L.; Lü H.; Horton R.; An T.; Yu Z.","Li, Xiao-Li (56464846100); Lü, Haishen (7404844056); Horton, Robert (57203105716); An, Tianqing (7004833006); Yu, Zhongbo (56463248400)","56464846100; 7404844056; 57203105716; 7004833006; 56463248400","Real-time flood forecast using the coupling support vector machine and data assimilation method","2014","Journal of Hydroinformatics","16","5","","973","988","15","27","10.2166/hydro.2013.075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920072361&doi=10.2166%2fhydro.2013.075&partnerID=40&md5=a01e76f05a6a2090f1f58276756c83cb","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84920072361"
"Austin R.J.; Chen A.S.; Savić D.A.; Djordjević S.","Austin, Rebecca J. (56459572100); Chen, Albert S. (57193002441); Savić, Dragan A. (35580202000); Djordjević, Slobodan (54945287200)","56459572100; 57193002441; 35580202000; 54945287200","Quick and accurate Cellular Automata sewer simulator","2014","Journal of Hydroinformatics","16","6","","1359","1374","15","13","10.2166/hydro.2014.070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919715387&doi=10.2166%2fhydro.2014.070&partnerID=40&md5=ad143bd77d6f77fc19ff7e91a078541e","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84919715387"
"Shrestha D.L.; Kayastha N.; Solomatine D.; Price R.","Shrestha, Durga L. (7003745619); Kayastha, Nagendra (35179649100); Solomatine, Dimitri (6601958160); Price, Roland (55336284700)","7003745619; 35179649100; 6601958160; 55336284700","Encapsulation of parametric uncertainty statistics by various predictive machine learning models: MLUE method","2014","Journal of Hydroinformatics","16","1","","95","113","18","8","10.2166/hydro.2013.242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897488959&doi=10.2166%2fhydro.2013.242&partnerID=40&md5=4bc985b26ddd4de6ea6e80bf762db6b9","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897488959"
"Dimkic M.; Rankovic V.; Filipovic N.; Stojanovic B.; Isailovic V.; Pusic M.; Kojic M.","Dimkic, M. (23466519800); Rankovic, V. (15064848700); Filipovic, N. (35749660900); Stojanovic, B. (22635898000); Isailovic, V. (28567816800); Pusic, M. (23467975000); Kojic, M. (7004336494)","23466519800; 15064848700; 35749660900; 22635898000; 28567816800; 23467975000; 7004336494","Modeling of radial well lateral screens using 1D finite elements","2013","Journal of Hydroinformatics","15","2","","405","415","10","4","10.2166/hydro.2012.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876381263&doi=10.2166%2fhydro.2012.008&partnerID=40&md5=dfcbcfe94ee1f5f95791cc6d07eb8e05","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876381263"
"Nederkoorn E.; Schuurmans J.; Grispen J.; Schuurmans W.","Nederkoorn, Eelco (42262176700); Schuurmans, Jan (7003533952); Grispen, Joep (55655844300); Schuurmans, Wytze (55960541900)","42262176700; 7003533952; 55655844300; 55960541900","Continuous nonlinear model predictive control of a hybrid water system","2013","Journal of Hydroinformatics","15","2","","246","257","11","7","10.2166/hydro.2012.168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876356745&doi=10.2166%2fhydro.2012.168&partnerID=40&md5=ef288a481e2ab077dc9403b0529744b2","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876356745"
"Kapelan Z.","Kapelan, Zoran (8273940200)","8273940200","Editorial: Towards improved real-time management of urban water systems","2013","Journal of Hydroinformatics","15","3","","623","624","1","1","10.2166/hydro.2012.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883585087&doi=10.2166%2fhydro.2012.001&partnerID=40&md5=8e16bfe5406ababf28f7e057178d9f32","IWA Publishing","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84883585087"
"Anand A.; Galelli S.; Samavedham L.; Sundaramoorthy S.","Anand, Abhay (55135531400); Galelli, Stefano (33567777500); Samavedham, Lakshminarayanan (8651866000); Sundaramoorthy, Sitanandam (57027676000)","55135531400; 33567777500; 8651866000; 57027676000","Coordinating multiple model predictive controllers for the management of large-scale water systems","2013","Journal of Hydroinformatics","15","2","","293","305","12","11","10.2166/hydro.2012.173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876353598&doi=10.2166%2fhydro.2012.173&partnerID=40&md5=689dca0fadb3d10cc697c0ed0adecbed","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876353598"
"Wagenpfeil J.; Arnold E.; Linke H.; Sawodny O.","Wagenpfeil, J. (35175253600); Arnold, E. (17433738300); Linke, H. (17346162800); Sawodny, O. (6603314950)","35175253600; 17433738300; 17346162800; 6603314950","Modelling and optimized water management of artificial inland waterway systems","2013","Journal of Hydroinformatics","15","2","","348","365","17","6","10.2166/hydro.2012.163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876352149&doi=10.2166%2fhydro.2012.163&partnerID=40&md5=0c441c2ffbb7d584e186f001274b5fe9","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84876352149"
"Abily M.; Duluc C.M.; Faes J.B.; Gourbesville P.","Abily, M. (55991955100); Duluc, C.M. (42861172800); Faes, J.B. (57763858200); Gourbesville, P. (6603607162)","55991955100; 42861172800; 57763858200; 6603607162","Performance assessment of modelling tools for high resolution runoff simulation over an industrial site","2013","Journal of Hydroinformatics","15","4","","1296","1311","15","14","10.2166/hydro.2013.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891764020&doi=10.2166%2fhydro.2013.063&partnerID=40&md5=9fab4dba058bf8251c9b659fc7302f7e","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84891764020"
"Chang K.B.; Lai S.H.; Faridah O.","Chang, Kian Boon (55991680300); Lai, Sai Hin (36102664300); Faridah, Othman (55990632400)","55991680300; 36102664300; 55990632400","RainIDF: Automated derivation of rainfall intensity-duration-frequency relationship from annual maxima and partial duration series","2013","Journal of Hydroinformatics","15","4","","1224","1233","9","11","10.2166/hydro.2013.192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891821383&doi=10.2166%2fhydro.2013.192&partnerID=40&md5=58d09b9b44b1869eccff5cba0be13bcd","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84891821383"
"Méndez M.; Araya J.A.; Sánchez L.D.","Méndez, Maikel (51665581300); Araya, José A. (57202404684); Sánchez, Luís D. (55520054800)","51665581300; 57202404684; 55520054800","Automated parameter optimization of a water distribution system","2013","Journal of Hydroinformatics","15","1","","71","85","14","19","10.2166/hydro.2012.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873598672&doi=10.2166%2fhydro.2012.028&partnerID=40&md5=ed34438cedfad7378a5aad0eed47ba33","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84873598672"
